# iter, gal_temp_amp, power_amp, power_slope, na_feii_amp, br_feii_amp, na_oiii5007_core_amp, na_oiii5007_core_fwhm, na_oiii5007_core_voff, na_Hb_core_amp, na_Hb_core_voff, br_Hb_amp, br_Hb_fwhm, br_Hb_voff
1200, 0.6368674669597565, 1.103660871477024, -1.6802725934894964, 0.08118493340381605, 0.083367825995604, 6.592683939169441, 518.0099930643474, -9.186080208458822, 0.8370622082172996, -674.2779476517755, 0.5799662598285228, 9938.668293987681, 248.46361127532907
1300, 0.6506243573726251, 1.0879912939159802, -1.6709605168906965, 0.0674105801721766, 0.07570452518661086, 6.59666520588126, 517.8225817483259, -9.661976025683781, 0.8204753353361568, -670.1384630703673, 0.5809357404994002, 9901.916287463271, 243.6505686542805
1400, 0.6745256685192557, 1.0691738934362882, -1.7737492804693717, 0.06408346108408802, 0.0763803637723183, 6.5739868304435465, 523.1230846874917, -8.014959301311897, 0.8472244039112387, -648.2521457321902, 0.566688085410033, 9878.305164140886, 299.9422827316513
1500, 0.655823119078158, 1.1001475251788455, -1.7551252546920473, 0.06909251986584494, 0.06627531899299335, 6.5933959117708625, 523.6268527919274, -8.208819503685309, 0.8243209771214651, -656.8347028118307, 0.5638876228298941, 9802.020549121431, 278.40493314307787
1600, 0.6476185870488774, 1.1106500167344262, -1.7271028378687185, 0.07648499454547811, 0.06554582563857023, 6.535354571896763, 523.0645379488625, -8.773834798286053, 0.8132536577163785, -654.3181356899652, 0.5732284007325104, 9652.503949662801, 251.96684593317315
1700, 0.6689291989692574, 1.0747825691981063, -1.756921213856725, 0.0702816843150676, 0.06199682114793348, 6.556998821152889, 523.9492541112335, -9.254468341553604, 0.7913910911322034, -645.2283768871087, 0.5718961159840729, 9644.20590156459, 215.07029332878028
1800, 0.6650994019942771, 1.0893979824993738, -1.7516543019661324, 0.07010876229442484, 0.05899516709676492, 6.552190642650436, 524.4798825936589, -11.540765298135096, 0.7897301733964878, -613.757362606251, 0.5834214111555323, 9520.45399532398, 200.36130939985273
1900, 0.657830762046806, 1.0989427126081732, -1.7345294826819373, 0.0651630619678284, 0.058965826147121765, 6.562000666067995, 524.3193268412377, -9.6608593702994, 0.7756489536385752, -610.9231925899755, 0.5893904892377381, 9341.494159280353, 259.6294487394304
2000, 0.6652014575039571, 1.0820617867803959, -1.7768595681317052, 0.06828980522163675, 0.053624772791380615, 6.583016790823642, 525.6813909711215, -8.8489276299158, 0.7564078048071157, -645.4147743478889, 0.59592850934019, 9164.91784184554, 274.46750601008716
2100, 0.6719379370243154, 1.0640315762510026, -1.7648313606952355, 0.07417860465258033, 0.05994633756347639, 6.548310807428561, 525.9948832359146, -8.965132747489658, 0.7533180986871728, -656.8708948876179, 0.5987816146887786, 9000.430141724331, 224.14387694672996
2200, 0.6722068109773062, 1.0762661641131022, -1.7031109823625712, 0.05567449324072249, 0.0648773040593056, 6.597388593056466, 523.910568702785, -8.23726694518167, 0.7584875330429973, -641.464497757959, 0.606313281240661, 8799.247849726493, 106.57628146017416
2300, 0.6831702903592944, 1.0692421379298422, -1.7793952145629852, 0.0554693276912256, 0.06053587046139751, 6.651142760757313, 521.157240172378, -8.685979330063255, 0.7480674304688377, -659.4356301761723, 0.6115145645320059, 8644.711811047746, 55.50448602037976
2400, 0.6731792936337302, 1.0809923329718332, -1.7762758837156754, 0.05082983346648513, 0.05688630748804206, 6.66302221612251, 516.2601288042055, -10.22332494266678, 0.7908897282977274, -632.3502150355203, 0.611905531645726, 8687.528242506229, 110.11751479652983
2500, 0.6924849548013223, 1.0619623997928127, -1.7977997360636684, 0.05644259197495263, 0.05219414510640451, 6.672332717124947, 518.8814581028939, -9.830121912728423, 0.7616146109334316, -636.6480561304874, 0.624023032687395, 8761.53389744584, 38.15013436948675
2600, 0.707298053301067, 1.0592259658466918, -1.8021652586495365, 0.05867174622238508, 0.05077210997178771, 6.63875818513195, 523.6541871831478, -8.699649983127316, 0.8025167409358145, -628.4659695952016, 0.6220086735007313, 8584.913277454714, 15.403282032335198
2700, 0.7105268042924291, 1.051096317578793, -1.8056577427024247, 0.06791150832060797, 0.04802626022277982, 6.632708191979577, 526.4896248082079, -9.146709602861105, 0.749780754557463, -622.9892177786959, 0.6101167713223848, 8677.884579686215, 48.4958574547162
2800, 0.740787581540161, 1.0208413721331309, -1.8588041768926795, 0.06478743788999661, 0.04621134508305457, 6.546533131823405, 533.1406943416096, -10.07570581417949, 0.7230954437918172, -630.5789740896603, 0.6120949045277404, 8628.679042425549, 63.12968288247956
2900, 0.750943483482019, 1.0099107288818354, -1.9390769826823622, 0.06035463285518369, 0.05331124090778324, 6.582310735944216, 532.072497138674, -8.986731734074162, 0.7282125652697964, -635.1661028524275, 0.605118414856421, 8613.9866927537, 60.4141677102718
3000, 0.7400005225328364, 1.0303598804375915, -1.8694955052414919, 0.05753057926467425, 0.047853697772891876, 6.593886140436773, 531.056582031093, -11.921065701053735, 0.7371365570518351, -638.220888420306, 0.6100754035569468, 8614.266930275331, 71.33378849579475
3100, 0.6970754091232026, 1.0660184831944433, -1.813887314786145, 0.06964232397457568, 0.045187720816344285, 6.5781538937943465, 527.5853958881191, -12.596049830336378, 0.7446592173702997, -629.7300741874496, 0.5964237945248232, 8648.26313279651, 70.61218202169519
